business_id,date,review_id,stars,text,type,user_id,cool,useful,funny
0yfN4bdKZfkFSXseB2kOBg,9/7/2009,oempttImeHSIu46FNfAQYg,5,"I love guerrero's!  I worked in Mesa 15 years ago and we did burrito runs here all the time. I'm a huera, but my Hispanic pals all rated this place authentic.  It's a husband and wife team that runs it.  The best thing are the beans - incidentally, that's how I rate the authenticity of Mexican fare- They are the kind of beans I ate in Nogales during college (at a place I could only locate while intoxicated).  Thinner, lighter colored, and delicious compared to any I've EVER had this side of the border.  I live in PV now- super far - but after this I think I'm gonna have to take a road trip tomorrow to Mesa! Yum!",review,nRWHSp7rtXVPCjHxan_h8A,0,2,0
NIuaxYvM_-dzmgGXwPJ1Gw,10/1/2012,Mw0NRnvkpaEquVRFCitOmA,2,"I really wanted to like this place, but the service just ruined it. 

I went on a sunday afternoon, when it really wasn't that busy. I was sitting directly at the bar and still got poor service. The server walked by probably 5 times while my glass set empty before she made eye contact with me. It was a bit ridiculous. 

I feel like the yardhouse had just as many (if not more) taps, with the same prices and better service. 

Great decor though, very tall open ceilings and lots of TVs. Just don't expect good service.",review,XwEY9qjfXtdpNbmRY2p_bA,0,3,0
G2Re2E5Jkv_UF1xrenSsDg,9/28/2011,P3OPFhL_QZAZh7YQBS4Owg,4,"I love Macy's! My mom & I can spend some serious dough here on just a few tops, but it's so worth it! They have sales often, but it's funny how we always like the ones that are full price. Aside from the women's section, their men's section is decent (bought my hubby some denim shorts on clearance for $20 each), shoe section is just ok, Coach bags are to die for & we love their jewelry section (particularly Betsey Johnson stuff!). My mom has a Macy's card so there are usually great savings when she uses it & they send her coupons all the time!",review,33vUIil_GCaT92aUaZhRXA,2,1,1
d3MxUXS1b6U2P_gGuCO1-A,6/25/2009,dQrlUUrCdc9heo4bUrFVcA,2,"I had very high hopes for this place, after the very good reviews Fate got and that Sens has been getting, but I was terribly disappointed. The mango papaya spring rolls were dominated by the flavor of anise/licorice. The shu mai dumplings were so hard, even hard-core Italians would have said they were too al dente. The black dragon chicken was good, but not great. After we left, we noticed the dinner menu was much more extensive, especially without the tapas. Maybe dinner here is a much better experience, but I'm not sure I'd even be willing to give it a try after the lunch I had here. As for the atmosphere and decor - don't even get me started. Talk about trying too hard to be hip. The Vegas-y blue lighting in the bar area, the Northwest coffehouse style old-looking couch in the back, the Asian influence...I'm not a proponent of ""matchy-matchy"" decor, but this was all over the place. Service was just okay, too. I won't be back any time soon.",review,OQMOgqS1NFIyAW4i66iDYA,0,0,0
PkG9bV1SvfOydOCCnDUGgw,8/4/2010,qTuisLGKbQCXLlUZUeGciQ,4,"Want a unique date night?  Craving for something to do on your own?  Want to have an avenue to express your inner artistic abilities?  OK, here you go!

Very interesting concept: Pick a piece of pottery, think of what you would like to design on it, you can draw your idea on with pencil, go grab your paints, brush, sponges, or stencils, and away you go.  They will then fire & glaze it, ready to pick up your masterpeice in a few days,

A great place to zen out and leave all your stress and worries at the door.  

Good for a keepsake, special gift, 1-of-a-kind conversation piece, or create a memory.

1 star lost for the very annoying and extremely intrusive studio ""helper"" which I will leave un-named.  Kinda ruined alot of the experience.  I should say that if you need assistance, you can have it, but when you do NOT need it, well, please leave us alone - ie: i f you are in Barnes & Noble, you don't need a clerk to repeatedly come up to you every 10 mins to ask if you are going to buy that book or they read it, or do you want a better suggestion..... ect.",review,h7v_M_0-YVpSVZ2WD7FpAA,0,1,1
CTSuvTp8ymqtrM2t0lwAOA,10/2/2008,gSAQ9GMDO-aLL410pd-ThQ,5,"I love the Superstition Mountains! It is the most convenient place to get away from it all. The last time I was there I hiked Siphon Draw up to the Flat Iron. There were a lot of people on the trail but I still felt like I was in the wilderness.  Camping sites fill up fast here, so I would recommend checking out the Canyon Lake area as it is close and a pretty drive.",review,7oMqFG6Su53dtbkVnF80Gg,3,2,0
rZbHg4ACfN3iShdsT47WKQ,7/8/2011,ca_6nisikghrwKd9w0OAqg,5,"I have never had BBQ in the South, Texas, or anywhere outside of California (except Bobby Q), but of all the places I've tried, Bobby Q is my current favorite BBQ place EVER!  I found this place on Yelp and came here while on a trip to Arizona.  The place was pretty crowded but we only  waited about 15-20 minutes.  We ordered babyback ribs, St. Louis ribs, corn, and mac&cheese.  They also give you DELICIOUS AMAZING CORNBREAD!

Everything was excellent.  The St. Louis ribs were the best ribs I have ever had.  They were extremely tender and had a nice flavorful bark on the  outside with dark grill marks.  Their BBQ sauce was equally awesome and the kind I like -- a bit more on the sweeter side, less on the vinegary side.  The babyback ribs were also tasty, but not as flavorful (and less meat of course) than the St. Louis ones.  The sides were good but more forgettable due to the sheer perfection of their ribs.

I don't know if I will ever be in Phoenix again, but this place is a must-return if I ever am.  Oh and at the end of the meal, they gave us complimentary, piping hot FRESH cinnamon donuts!  That double-won me over.  I want Bobby Q right now.",review,upG0mzEpQFpoSZXRv2pfaw,0,1,0
Exx5ffvnmk4MrTyCkPRuug,2/16/2009,3sjhgrdp_kF-D-eAyZiQaA,4,"I was surprised to see that this place has such low ratings on yelp- it is one of my favorite Mexican places in the valley.  Favorite dishes include: mini beef tacos, Tapopo Salad (iceberg lettuce, cheddar cheese, chicken, peas, corn, beans, tomatoes and large amount of quacamole under it all), fresh salsa, and Tacos Al Carbon. All freshly prepared and wonderful tasting.

If you have kids, ask to sit in the blue room by the fish tank - the decor is fun and mysterious and will keep young children distracted thru the entire meal.",review,0H9ne5frm1GjO6TjUwbxlw,0,0,0
9x0rvR9SSX5mO1vUqx_hnQ,7/15/2011,FSu-Gq7XZ9gQvGRmDKODog,3,This place is consistant with it's good Chinese food. The staff is courteous the place is clean. Want Chinese take out in Tolleson come here. =0),review,z1tNqF5qJRpibGj-9_r9Ew,0,0,0
RT06SJHkloqMvNn1aXdpBw,8/10/2012,g_1V2aRQLfu710YdiSVs0g,5,"I am sad that Lucky's is so far from where we live.  I worked near Lucky's last year and just happened to walk in for lunch.  My lunch was so good I took a huge meat lovers pie home, which was so good my husband proposed all over again!

The employees were so friendly and explained that their pizza might take a little longer than normal, but they want to make sure it's right.  I loved everything about my visit there, and was able to stop in a couple more times throughout the year.  It's about an hour drive from where I live, but the more I think about it, I think we're going to have to go get some more Lucky's pizza.  Great neighborhood pizza place!",review,WxeD74JGiwjljzHndYSvmw,0,0,0
NFloHgUrC5kCTFybx_r-aw,11/6/2011,riCVn_XNMpqMMtwint2NKg,5,"Rarely crowded. 4 tables indoors, many more outdoors. Wifi is usually fast. Only downside is that it's next to a gas station, so the visuals out the window aren't exactly spectacular. But if you care about that, why are you in Scottsdale?",review,AvjnPmsfQWsUFJ4-M9wI1A,0,0,0
#NAME?,10/25/2011,zD3xBirR3eT998BDoJs4IA,5,"Attended the Pink charity event at the Shade bar.  Great time and the scene was fantastic.

Need to highlight the job that Jason and Halley do with VIP tables.  I've worked with both of them twice now and the experience is always top notch.  Always ensure that the experience is better than expected.",review,g-lJlj7TNdfoNqtk3r3Ikg,0,0,0
trG1k-K6Nq4YKcexa1AGOA,2/1/2007,9afF31qJRE6AVgEdTFdGHg,4,"Good food, good drinks, fun bar.
There are quite a few Buffalo Wild Wings in the valley and they're a fun place to grab a quick lunch or dinner and watch the game.  
They have a pretty good garden burger and their buffalo chips (french fry-ish things) are really good. 
If you like bloody mary's, they have the best one. It's so good...really spicy and filled with celery and olives. 
Be careful when you come though, if there is a game on, you'll have to get there early or you definitely won't get a spot to sit.",review,0CMz8YaO3f8xu4KqQgKb9Q,1,1,0
PoRYjYUSjmeWM1WLsx_45w,1/11/2012,PKzziDJj5KLksknLXhzJWA,5,"I can't add much to what has already been said....BUT I'll try, haha!

Um, don't come here without a map, or some sort of gps device (NOTE: some spots in the mountain do not get good reception, so a map on your phone may not always fully come in). It is VERY easy to get lost!

There are many trails, I look forward to getting to know them better. So far, all I have really done is Mormon Trail and the Hidden Valley Loop.....Fat Man's pass is probably my most favorite spot...OH! AND there are some really cool rock formations on the way there (including a natural tunnel) look for the rock that looks like a big mushroom!

This is a good area to do a hike in the dark....but don't do it until you've done the trail a couple times in daylight. You can see what seems like the whole valley from up there! If you do the night hike, make sure the moon is full.....you can actually see pretty well with that and the city lights. Plus, it's GORGEOUS! (if you did mormon trail at night, you could start about an hour before sunset, then head back as the sun goes down)

Don't forget water, it is a moderate level hike.....and flashlights would be a good idea too, just in case :)",review,wLuDGMXytNVTF8ZU2gwUEQ,0,2,0
l3WML3zeuotwUHzhbwCj_w,7/26/2007,BCfR-9xzSG3aDCGlV3_pTg,4,"I'm pretty much in agreement with the previous five reviews.  A great way to spend the day when it's hitting over a hundred degrees!  It's about a forty-five minute drive from Phoenix.

I went on a Saturday afternoon, around three or so.  So, I missed the huge crowds and rowdy bunch, along with the sun at it's hottest point!  It's about a two to three hour ride from the shuttle drop off point two to the pick up point four.

Rentals are $14/pp, which includes your tube rental and shuttle service.  This is the all day rate, so if you get there in the morning, you can go back again and again.  It's $10/pp without the tube rental.  You can also rent a tube for your ice chest (styrofoam coolers are not recommended as they float away), which is a must as you need to load up on TONS of water and your beverage of choice.

Bring along tons of sunblock and reapply often.  Bring a hat though because you'll be glad you did when you see all the sunburn faces around you.  A few old bedsheets will feel like a godsend on your hot tube, so think about bringing those along too!  And bring along a pair of cheap water shoes or old sneakers because it's definitely rocky and you will need to climb out of the river at the end.  Flip flops or loose sandals are not recommended as you see them floating on by in the fast current.  (Don't be foolish and bring your new expensive sunglasses aka 'spies' to show off because you'll look like an idiot when you lose it!)

And yes, the river is dirty - with river grass, pee, marshmallows, every other kind of food possible, etc.  But you hope with the quick current flowing, that it makes the water less dirty...you hope at least.  And please take your trash with you!  (The shuttle drivers offer decent plastic trash bags for free, so please take a couple with you on the river!)

They require that children be a minimum of 8 years old AND four feet tall before they'll allow you on the shuttles to take you down to the river.  It can be a fast river, but also because of the mostly high school and college aged crowd frequently and dominating the river.

It's open 9 am to 7 pm, seven days a week.  The last tube rental is at 4 pm, and lost tubes will cost you $20 each.  You need a driver's license for every four or five tube rentals.  And no glass containers!  Your ice coolers will be inspected before you're allowed to board!

We're on the lookout for more rivers to float on!",review,zTWH9b_ItSdLOK9ypeFOIw,6,9,4
MFlkmsxlDloSiEd8SLjnAQ,5/1/2012,AJAd4q49arSXZmaB45KZFA,3,"If I could eat a southwestern Caesar salad once a day, every day, I think I would. This is one of my favorite salads...ever. Paradise in general is a little overpriced but one in a while, I'll bite the bullet and splurge. My only complaint is their lack of vegetarian options. For a restaurant that specializes in soups, salads and sandwiches, it would make sense to have more than one or two options in each category suitable for veggies.",review,sPEFql7fLp0oouFxnooGpQ,0,0,0
OmxAvtMyIvCVm16NFIOOUA,8/18/2012,xr-pPsKe487INePfJHqsNw,3,"Their service was above acceptable, but kind of slow. It was Wednesday night around 9pm and only one section in the restaurant was open for just a few groups. Their business looked very slow there. But I suppose it was a probably typical week night situation.",review,CoQ5qnDp_rLqkBN3U3yxCg,0,0,0
#NAME?,8/13/2009,eFV6Dovl1CL3d6Ef0oqZvA,5,"When Hoa called and said we were having a reunion of former branch employees at a Chinese buffet, I wasn't at all apprehensive. My normal concerns with such eateries--will the food be maintained at a proper food-safe temperature, is this seafood fresh, how long has the sushi been sitting out, will I be able to make it home before my intestines rupture--dissipated because Hoa knows good Asian cuisine. She is, of course, born to Vietnam and world traveled. 

Let's start with my happiest aspect about HKGB: the sushi. No, it's not the best sushi in the Valley, but they make it fresh for you on site. You can stand there and watch it being make, grab a soup or something else to munch on, or just sit at your table and chat awhile. Afterwards, you can head back for more sushi or veer over to the more traditional offerings of a Chinese buffet: sweet and sour chicken, fried rice, crab legs. 

Now let's review the not-so-shiny aspect: the price. Yes, it seems a little steep that we paid about $25 per person with tip (and I made only two rounds) but when you factor in the 2 hours we spent there, grazing, catching up, grazing, passing Lisette's daughter around, grazing and making plans to keep in touch, it's really not such an outrageous amount to pay. 

If you find yourself in this part of town, craving Chinese and are wicked crazy hungry, give HKGB a shot.",review,nc3cqVN0UuB3m50-CcMftw,10,11,2
mM_sT64i46AKPQtz26PCcg,8/24/2011,ZBrl8qRkHeYr3XLQw6_ZJQ,4,"One of the better places to get some frozen yogurt, and since this is the location closest to my house, we tend to come here more than any other place we have been to so far. 

There is no indication next to the names of the yogurts what ingredients are in it, so I am docking a star for that. I'm trying to avoid eating eggs as much as I can and it is always helpful when that information is available without having to ask. I have been on the website enough times now to know which flavors have eggs and which don't so its not a problem for me anymore, but for anyone else it would be. But the flavors I have had have all been good. The fruity pebble flavor I had awhile ago actually tasted just like the cereal. It was a fun flavor. 

The topping bar is a good size. There are fruits, candies, and nuts among other toppings. My husband and I are generally happy with this topping bar. 

The best thing about this location is on Wednesdays, if you come in wearing pajamas (or something resembling pajamas) you get 50% off your total! Its a great deal. The last time we only paid $5 for the two of us. It gets pretty busy on Wednesdays but its not too bad.",review,2nXFEyQ06RfcdAXIPbxuwA,0,0,0
Zx8_4zKdDBSO3qGrkukBIA,11/18/2008,zVPF4RaGG7jpfQ63HRVGcQ,5,"LOVE Chino Bandido.  The snickerdoodle cookie they give you with your meal is heaven.  Well, all of the food might actually be heaven, but usually by the time I get to the snickerdoodle I could die happy on the spot.",review,MUHoBFzwRoXpCpgYSN8KRA,1,1,1
AhpzPZH3b0PGT9mVoLCQDg,10/18/2012,NcDrQYipok1104bqpIwS_w,4,The grilled yellow tail salmon here is out of this world! I have eaten here twice in last 8 weeks and the sushi is fresh. The miso soup is great. Everything I have tried has been delicious. The staff is fairly friendly. Looking forward to happy hour here in the near future.,review,Hb49IsEZltm85wLz3uMrmw,0,0,0
FV0BkoGOd3Yu_eJnXY15ZA,2/10/2012,M3jTv5NIipi_N4mgmZiIEg,5,"I pride myself on being 'that girl' that tries out every restaurant I come across. It's practically a hobby for me. For YEARS I kept saying, ""I want to go to Cowboy Ciao"" but we never made it. Then, thankfully, the hubs' best friend had a big birthday dinner there, so we just HAD to go. (Thank you hubs' best friend!)

I have to say that the service was incredible, and the menu was almost overwhelming. There were SO many interesting choices, but I had to stick to the tried and true chopped salad - everyone and their mother has told me about this salad, and I wasn't about to miss out. The hubs ordered the Tenderbelly Pork Shank. 

The chopped salad has earned its reputation. That thing is de-freaking-licious. The Pork Shank dish was fabulous as well, but I couldn't get over how great the salad was! AND the server always came over to make sure that my wine glass was never empty. Seriously, can it get any better?

For dessert we ordered the spumoni- I have had better (no offense) but I'm not sure anything served after that salad would have made me happy :)

I'm very glad we finally made it to Cowboy Ciao and I look forward to going back - SOON!",review,g9s_yIDg9uA3RufY8-cqtA,1,2,0
npNGjnLuB16sU_6T2b-5bA,1/11/2010,cat5mQdwKeXF--LgMm1ESQ,4,"This is our theater of choice in N Scottsdale.  An older theater with no stadium seating, it is still kept in good shape and is clean.  

Great prices at $5 a ticket before 6:00, it is the best bargain around since they still show all the new releases! 

Our main reason for going here it is never crowded and personally I only like sitting next to someone I came with :0). That's never a problem here!!",review,OmnXoXdLsXhOVHQCDX_nAw,0,0,0
nk6_ipMkmUvUtq6Xvncf0A,3/16/2009,ZxabF5JQcKPM86L0qB4xGw,3,"I could care less about being seen in Scottsdale, what my friends look like, and how cool we look when we hang out together. This is why I don't go to this place more than once every two years!!!! That being said, I do like their food. Its pretty good for sushi. But, the music is too loud, its pretentious as all get-out, the staff is too cool for their own good (Hey Bambi... You work in a frickin' restaurant), and its too much of a scene! Can I just have two of the Las Vegas' to go without all the crap?",review,iBO2m9xXivsIbvFnZHsNvg,1,1,1
7hmTTGJHKfAw82uT4kIxvQ,1/23/2012,lRlv4LVKxNg2au5k9lJc2A,5,"The facility is a bit dated, but the service is great.  Dr. Rios is patient and thorough, and his staff are friendly and efficient.  Dr. Rios gave me several different alternative contacts to try in order to make sure that I was getting the right fit for me - it made a big difference.  Who knew that they make bi-focal contacts now?  They're great.",review,yujwS7lAU_2e8z8yQdsqlg,0,0,0
ftdKj1p2Y0ABrr9uOPn97g,1/3/2008,fIlx7VKQuBmj0wBRTw4qjA,2,"Ya know - I could see this place being very inconsistent and I was there on a ho hum day.   The wine recommended was their chianti which tasted pretty bad, they have a weird assortment of imported beers, and like a couple other reviews the pizza had little flavor.  We order a PESTO chicken pizza and we had to bite around on each piece to find the pesto, no flavor, a bit dry and the pizza was really late and warm - late and warm which means =  sat there for a while.  Our waitress was nice, cute, fun but hey that only gets you 2 stars.   The salad was better than the pizza and the wings were pretty good. - Thats all folks.!!",review,SwnLshF0NJBRK9UilGA80Q,1,1,0
E6DnUFy3GoN4DxTqturtug,9/22/2012,NNyGfPeJOvTOMquOCOFg2Q,5,"Went wed nite, wife tells me best gnocchi since Europe, were cooked perfectly . I had pollo erbe, terrific.

 "" wine tasting director"" very good, with tasty selections. Will be back, OFTEN. Highly recommend. Rich D",review,QqndsiMnOxuyhaSzIGmq7Q,0,0,0
yktWUtKBja_Lzk3wwR6RFA,2/7/2010,TYCjT2hujpmarVzCDCCTuw,4,"Nice restaurant and hookah lounge.  The service is...as it is in every Middle Eastern restaurant I've been to-t's not bad, but not good; if you ask for something they take care of you, but otherwise they do the bare minimum.  Nice people, though.  I had the best falafel EVER the other day when I ate some late lunch at the restaurant.  The market has a nice selection of hookahs, shisha, and accessories.  I'll be back, for sure.",review,Y1yGvKaf3XzQ-oLu-J4-3Q,0,0,0
N_zdv9ApM_RIk_80KsNX5g,2/16/2012,7etNJc6oUiAJX-TAHcNXUg,2,"Food was alright, nothing special, a bit bland. The water tasted so bad though, bad enough that you could still taste it through iced tea or tap water, do they not have a filter!?",review,X8hjnv-PSuJ0ASItdwpzqg,0,1,1
TPbaVXcot4-MGFMi2gREJQ,5/20/2012,56VDT0x0FbAVyBp_oj1XgQ,5,Our family have used this Discount Tire for 11 years now.  Amazing service and warranty on tires.  Thank you!,review,O0WWBU6acBCzzYjyXaouUQ,0,0,1
SMpL3z4FLF07bRA6-y22JQ,9/30/2012,GAl0L7rhCUaPbKJtXGD1qA,5,"I can't think of a better Thai rest. In PHX. Consistently good food and service.  They have Thai staples like rice paper rolls, Tom Ka Gai and Pad Thai as well as more creative items such as Crispy Mango Fish. Average Thai food pricing, free parking.  There are a good number of tables, so don't let a short line dissuade you.  Like any rest., scope your table before you sit to be sure it suits your mood.  Boisterous din in the main room when busy.",review,hNs-x49UQmkN3GSAwKXUGQ,0,0,0
tS12t_uuiCGAryiNaRmF9w,4/22/2010,cprXmVFzgCrni9gd-pyrxQ,1,"Avoid at all costs. Awful service, slow as hell, only uses disposable plasticware/plates to add landfill insult to heinous food.  Despite telling them we were in a rush to catch a plane and multiple reassurances that the food would arrive in plenty of time, they lollygagged around and I ended up paying $30 to be seriously pissed off and hungry with no food.   BLECH.",review,Bl9i_CBC9orZCmr2NxrlMA,0,2,0
1pGC-0jvQ6vN5rzmCHjmfg,8/23/2007,8uV26l7-ktb4tZ5gRsIWWg,5,"The new Harkins Cine Capri, one of the first things to open in Tempe Marketplace, boasts 16 theatres and offers more than the norm when it comes to movie snacks. Moviegoers can order brownie bites, mozzarella sticks and pizza.

The theatre is super spacious and the seats are plush and comfy. And the screen is huge. This is my new favorite movie theatre.",review,nWouNfZD3Pw08RYizxkqcA,0,1,0
3n9mSKySEv3G03YjcU-YOQ,1/9/2012,3naXtoD6EkZ6PhWGb-elFA,5,"Postinos a spot for high rollin' winos. 

You woke up at noon and had breakfast during lunchtime, so the next logical step is to have lunch food during dinner time, with some wine. This is where postino's comes in. 

The menu is full of salads, Paninis, bruschetta and a few apps. There is a large by the glass wine menu ($8-$14) and hipster cool ambiance. 

Service here is great, the patio is quite nice with heaters, a fire place and even a few patio furniture loungers.  Great for a date, hanging with friends and conversation.

We started with the Bella Postino $9 Crustini with a artichoke dip and a hummus. The artichoke dip was great as any fat laden dip would be. The humus was ok but I am a hummus  snob.

For our main we had the Vegetarian Panini ($9.75) It was good and moist with hummus roasted tomatoes olives and an artichoke spread, the focaccia bread was well toasted from the Panini press.

We also had the mediterranean  salad 8.75 which is a romaine salad with copious amounts of feta. Pretty good as I do like cheese but maybe not as healthy as one would want from a salad.

For desert we had a crem burle, simple not to sweet and well executed a classic.",review,M6oU3OBf_E6gqlfkLGlStQ,3,1,3
Me6hKl5pjH2KCuxLZm6pzQ,10/3/2012,qnJpKukeM1PiE_y3KHeqAA,5,"Soooo this location is even better than the one in Superstition Springs. They also have a play place, which is pretty cool. I ordered the deluxe chicken and it was simply amazing. Fantastic service as well. I ordered and set my stuff down and within a couple minutes my food was brought out to me with a smile. Very polite staff, and delicious food.... what more could one ask for? I totally wish Chick-fil-A would sell thier Chick-fil-A sauce by the bottle cuz it's sooo good",review,XAYnVFLCV7i3iR4qs4eeQQ,0,0,0
byhwHi0lhYdyY5kSpuqoaQ,4/4/2011,HjDpBri_flkD7obrtuxb9w,4,"Brio is delish, plain and simple. I have yet to get something that isnt tasty. I live about 15-20 miles from one so I dont get out there too often but I do wish there was one closer to my area.",review,1bV0I0j-YzDcfiXK2M-U8A,0,0,0
UkbiF2Y3FUDGPK5YdCGgIQ,10/16/2008,I9SVFf4llKx0RPWOuQFPhg,4,"In all of my shopping adventures at The Rack, I've found each day can be hit or miss. Some days they have very little selection of high quality clothing and other times I've seen $700 high-end designer dresses marked down to $30. They key, I've found, is to go on the days when their new merchandise arrives straight from Nordstrom. 

I somehow got on the Nordstrom mailing list, which I don't mind because they send postcards with the dates of these fashion events when new shipments arrive. These are the dates when the best selection of designer clothing comes straight from Nordstrom. So, if you can make it a point to show up, you're bound to find what you're looking for at a bargain.",review,FHJUj7EHB9nB2czVOzQX3Q,2,5,0
_HTE4pOKeJC7kcxiCF9vTA,7/18/2012,ggHGaV87khLrOM6nxEOrMg,3,"I was NOT too impressed with this place but...  it was good for Phoenix, where I am starting to realize there is NOT an abundance of people who look like me.  =/   LOL! 

Flavor-wise I thought it was pretty good.  Don't be misled by the spring rolls...  Even though it says they serve them in 3s...  its 3 that are cut in half...  so you get 6 pieces.  This is pretty good if you're looking to share with someone.  I did not get a lot of lettuce and mint, though and ate the last two pieces by themselves.  I was a little disappointed by this.

I had the combination Pho...  (YES i braved SOUP it in HOT ASS ARIZONA) and it was not too bad either.  The broth was nice and clear, just portion wise...  was not as extra large as I expected it to be.

When the bill came, I ended up paying about $18 total which included tax and tip and no drink.  I think the Pho was almost $10.00 and the Spring Rolls were like $4 and some change?

I think this place is cool but would not be my FIRST choice when it comes to pho.  (Trust me...  I've eaten a LOT of pho)  I just don;t think the price vs. portion is worth what you;re paying.  This saddens me to say too because, I am ALL about supporting small Asian businesses.  

Oh well...",review,IrTcXG-XwBcgrmcBxz2J-Q,0,2,1
H7KzlC0-o1wIhlGg-Me5Ag,4/29/2008,dCQfxVElqKdqEp6Nx5lL2w,4,"Out of all of the Flo's locations, this is the one I've frequented the most over the past 3 years of living in the Valley.  I've seen the menu change here and there, but I have to say, I've never had a bad meal at Flo's.

I met my friend Melanie H for dinner this evening and we really enjoyed our meal... we had great service - our waters stayed filled throughout the time we were there, and our food was served promptly. Our server checked on us several times as well.  We started with vegetable pot stickers and requested that they come steamed.  They were delicious! Next, we shared 'Indian Curry Vegetables' (I ordered it with shrimp) and Indian Vindaloo Chicken.  Both were extremely tasty - fresh veggies, chicken, and shrimp in really flavorful sauces with just the right amount of spice.  The curry vegetable dish came with broccoli, mushrooms, carrots, snow peas, and long beans.  The chicken dish had tomatoes and onions. We also had steamed white rice.

Note to Flo: We were both disappointed that you took the Vietnamese Spring Rolls off of the menu and I miss the days of the green curry dish with calamari. One more thing - the chicken corn soup that you serve at the DC Ranch location should be offered at the others as well - I love that soup!

Fortune cookies came along with the check and we both were happy with our fortunes.  The bill didn't break the bank either.  See you again soon, Flo!",review,fczQCSmaWF78toLEmb0Zsw,2,3,0
9YUe5J_cPCBo_mL7-z9HCQ,12/12/2011,JMsGNA3bc3CzqoOqb79dkg,4,"I went for lunch with a large group and the place was pleasantly empty. The decor is very modern and has a comfortable lounge style.

The chips and salsa are a great starter. You get three tasty kinds of salsa: brown, red, and pico de gallo. The tortilla chips are fried perfectly. They are extremely light and crispy.

I tried the steak tostadas. The meat had a food flavor and the tortillas were nice and crunchy. The red jalapeño and fresh cilantro on top brought excitement to each bite. 

The dishes are small, but they are are also inexpensive at $6-10 each. Along with the chips and salsa, I got plenty of food, so portion sizes are only an issue for big eaters. It seems like a great place to share several dishes between everyone. 

I would definately go back for the food, but I wonder if this place becomes a standing-room only drunk fest when it gets busier and later in the evening (if so, no thanks).",review,qQns9dP75RNOWOVWI_ZKZw,0,0,0
7pxa5tueoEcmt6hztqsz2A,12/10/2008,hMD_kV9jYdZ8PzCZoqtmMA,5,"Just because i feel like doing something different. :P
i'm just going to paste some song lyrics that i feel sum up Pei Wei on McDowell...

Truth is here the truth is here
Truth is here the truth is here
Truth is here the truth is here
I said the truth is here the truth is here

I want more
Give me more
We want more
God damn it I'm back to demand we get more
We want more
I want more and more and more
I want more
We need more
I want more
God damn it I'm back to demand we get more
Give me more
I want more and more and more

[Verse 1:]
I stand here naked as the day I was born
Face to the dawn and my faith in the song
Blood soaking the pages I painted em' on
And none of ya'll will take my place when I'm gone
I'm the pure raw uncut, who the fuck want what
Here to show you sucker ass mutts what's the fucks what
Brother Ali vow solemnly not to die while the music is still inside of me
It's got to be allowed to breathe
Got to let it out enough at least to let the monster flee
I want more than what your offering me
Songs that make me feel like I'm already free
I'm a rebel in my own right
Ya'll don't want to write or think or speak a rhyme standing next to me
When the game need it I'm exactly what it need
Put the soul in the speech, let it go, let it be

[Chorus: x2]
I want more
We need more
I want, god damn it I'm back to demand we get more
Give me more
I want more and more and more

I said the truth is here the truth is here
Truth is here the truth is here
Truth is here the truth is here
Truth is here the truth is

[Verse 2:]
Not nearly a single solitary soul
Still put the kind of passion to the mic that I hold
One day it'll have to be pried from my cold dead hand
Until then the big man is gold
Got one lone reason to go on breathing
Climb into the zone of the evening, keep reaching
Just to pull more out the core of the deamon
The people need to see them pure human being
Blood, sweat, love, hate, life, death, joy, pain
Little child running wild striped to the raw veins
Rugged junkyard dog off the chain, barefoot balls out marching in the rain
Sacred war dance suspended in the moment
We throw the fuck down like our lives depended on it
Jaws of the streets with our heart on our sleeve
Throwing shots at the law which is all I believe

[Chorus x2]

[Verse 3:]
Our songs are supposed to be the voice of our soul
Not bought and sold, not all controlled
Bring a little fire when the world get cold
Let me shed a few tears and to me you went gold
People need more freedom
Children need to hear more truth when ya'll teach em'
Damn I want to hear a plan from the dude preaching
Got new seeds with true needs and who's leading
I truly believe every word I've ever uttered on a drum break
Right or wrong, life go on but it wasn't nothing fake
I demand you start listening to the crowd
If not - we gon burn this bitch to the ground

[Chorus x2]

I said the truth is here the truth is here
Truth is here the truth is here
Truth is here the truth is here
Truth is here the truth is


the atmosphere is pretty hot here too..exposed brick always makes me Yelp!",review,E5QyEU6FCQwnTys0S73zNw,2,2,3
o9nCXNC14VScabiy2bftgw,2/5/2007,FRq9MZnoZltnwh_lAYiQAw,4,"Holy manfest '07.
I think I was one of the 20 women (not including the waitresses) in Tilted Kilt yesterday.
It was raining men.  And I liked it. 
A few minutes after entering the bar, I knew exactly why I was surrounded by a sea of men- the waitresses were barely wearing any clothes. 
Let me clarify: they did have tiny skirts on, even tinier tops and their bras were hanging out, so I guess that constitutes as clothes.
The outfits were cute, but extremely revealing, so much so that even I had a hard time looking our waitress in the eye and I know the guys around me were having the same problem.
The bartenders (all men) were all pretty cute. And wearing kilts.  All I kept thinking yesterday was that they must make some pretty damn good money to warrant wearing a skirt to work.
The food is pretty good too and their menu is extensive.  You'll find the usual apps, sandwiches, tons of salads, chicken fingers, wings and so on. 
But the real highlight of Tilted Kilt for me was when I found little purse hooks underneath the bar. I thought that was awesome. 
Way to look out for the ladies Tilted Kilt.",review,0CMz8YaO3f8xu4KqQgKb9Q,0,1,3
